"the_geom","Street","TrafDir","SegmentID","RW_TYPE","StreetWidt","Boro","Facility","Direction","Hours","Days","Days_Code","Lane_width","Lane_Type1","Lane_Type","Lane_Descr","Lane_Color","SBS_Route1","SBS_Route2","SBS_Route3","Open_dates","Year1","Year2","Year3","Last_Updat","Chron_ID_1","Shape_Leng","Shape_Le_1","Mid_Block"
"MULTILINESTRING ((-73.96796054798135 40.68372681250015, -73.9668896223823 40.68348273118454))","FULTON STREET","T","0029245","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","310.046436532","MULTILINESTRING ((993136.0940925032 188378.16397592425, 993433.1473041773 188289.34853675961))",
"MULTILINESTRING ((-73.97231249591701 40.685458234338135, -73.97123922109166 40.685027486769016))","FULTON STREET","T","0029080","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","336.500125693","MULTILINESTRING ((991928.8885016739 189008.55969674885, 992226.6034574211 188851.72175583243))",
"MULTILINESTRING ((-73.97231249591701 40.685458234338135, -73.97123922109166 40.685027486769016))","FULTON STREET","T","0029080","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","336.500125693","MULTILINESTRING ((991928.8885016739 189008.55969674885, 992226.6034574211 188851.72175583243))",
"MULTILINESTRING ((-73.97276482719224 40.68564129156275, -73.97231249591701 40.685458234338135))","FULTON STREET","T","0029098","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","142.076253975","MULTILINESTRING ((991803.4176240116 189075.2134348452, 991928.8885016739 189008.55969674885))",
"MULTILINESTRING ((-73.97123922109166 40.685027486769016, -73.97016463066427 40.684591082599844))","FULTON STREET","T","0029176","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","337.789763909","MULTILINESTRING ((992226.6034574211 188851.72175583243, 992524.6878350079 188692.82673242688))",
"MULTILINESTRING ((-73.9658647173868 40.68326722686451, -73.96477852663547 40.683039717827974))","FULTON STREET","T","0029255","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","312.450966006","MULTILINESTRING ((993717.4347933382 188210.94318175316, 994018.7235608399 188128.1743184179))",
"MULTILINESTRING ((-73.97307314902784 40.68576305324776, -73.97276482719224 40.68564129156275))","FULTON STREET","T","0029096","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","96.33223153","MULTILINESTRING ((991717.8938449174 189119.5483199209, 991803.4176240116 189075.2134348452))",
"MULTILINESTRING ((-73.97337475155688 40.68588481525165, -73.97307314902784 40.68576305324776))","FULTON STREET","T","0109300","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","94.681859267","MULTILINESTRING ((991634.2339072526 189163.884189263, 991717.8938449174 189119.5483199209))",
"MULTILINESTRING ((-73.97337475155688 40.68588481525165, -73.97307314902784 40.68576305324776))","FULTON STREET","T","0109300","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","94.681859267","MULTILINESTRING ((991634.2339072526 189163.884189263, 991717.8938449174 189119.5483199209))",
"MULTILINESTRING ((-73.96477852663547 40.683039717827974, -73.96366357791018 40.68280663327991))","FULTON STREET","T","0029354","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","320.681181134","MULTILINESTRING ((994018.7235608399 188128.1743184179, 994327.9913150072 188043.38118092716))",
"MULTILINESTRING ((-73.97016463066427 40.684591082599844, -73.96906201984206 40.68415736147941))","FULTON STREET","T","0029178","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","344.217700278","MULTILINESTRING ((992524.6878350079 188692.82673242688, 992830.5471314192 188534.91563092172))",
"MULTILINESTRING ((-73.96906201984206 40.68415736147941, -73.96892193898083 40.684101464851835))","FULTON STREET","T","0029180","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","43.8648207811","MULTILINESTRING ((992830.5471314192 188534.91563092172, 992869.4053214192 188514.56462176144))",
"MULTILINESTRING ((-73.96892193898083 40.684101464851835, -73.96796054798135 40.68372681250015))","FULTON STREET","T","0029181","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","299.546385088","MULTILINESTRING ((992869.4053214192 188514.56462176144, 993136.0940925032 188378.16397592425))",
"MULTILINESTRING ((-73.96892193898083 40.684101464851835, -73.96796054798135 40.68372681250015))","FULTON STREET","T","0029181","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","299.546385088","MULTILINESTRING ((992869.4053214192 188514.56462176144, 993136.0940925032 188378.16397592425))",
"MULTILINESTRING ((-73.9668896223823 40.68348273118454, -73.9658647173868 40.68326722686451))","FULTON STREET","T","0029251","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","294.901299049","MULTILINESTRING ((993433.1473041773 188289.34853675961, 993717.4347933382 188210.94318175316))",
"MULTILINESTRING ((-73.96796054798135 40.68372681250015, -73.9668896223823 40.68348273118454))","FULTON STREET","T","0029245","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","310.046436532","MULTILINESTRING ((993136.0940925032 188378.16397592425, 993433.1473041773 188289.34853675961))",
"MULTILINESTRING ((-73.97231249591701 40.685458234338135, -73.97123922109166 40.685027486769016))","FULTON STREET","T","0029080","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","336.500125693","MULTILINESTRING ((991928.8885016739 189008.55969674885, 992226.6034574211 188851.72175583243))",
"MULTILINESTRING ((-73.97231249591701 40.685458234338135, -73.97123922109166 40.685027486769016))","FULTON STREET","T","0029080","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","336.500125693","MULTILINESTRING ((991928.8885016739 189008.55969674885, 992226.6034574211 188851.72175583243))",
"MULTILINESTRING ((-73.97276482719224 40.68564129156275, -73.97231249591701 40.685458234338135))","FULTON STREET","T","0029098","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","142.076253975","MULTILINESTRING ((991803.4176240116 189075.2134348452, 991928.8885016739 189008.55969674885))",
"MULTILINESTRING ((-73.97123922109166 40.685027486769016, -73.97016463066427 40.684591082599844))","FULTON STREET","T","0029176","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","337.789763909","MULTILINESTRING ((992226.6034574211 188851.72175583243, 992524.6878350079 188692.82673242688))",
"MULTILINESTRING ((-73.9658647173868 40.68326722686451, -73.96477852663547 40.683039717827974))","FULTON STREET","T","0029255","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","312.450966006","MULTILINESTRING ((993717.4347933382 188210.94318175316, 994018.7235608399 188128.1743184179))",
"MULTILINESTRING ((-73.97307314902784 40.68576305324776, -73.97276482719224 40.68564129156275))","FULTON STREET","T","0029096","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","96.33223153","MULTILINESTRING ((991717.8938449174 189119.5483199209, 991803.4176240116 189075.2134348452))",
"MULTILINESTRING ((-73.97337475155688 40.68588481525165, -73.97307314902784 40.68576305324776))","FULTON STREET","T","0109300","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","94.681859267","MULTILINESTRING ((991634.2339072526 189163.884189263, 991717.8938449174 189119.5483199209))",
"MULTILINESTRING ((-73.97337475155688 40.68588481525165, -73.97307314902784 40.68576305324776))","FULTON STREET","T","0109300","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","94.681859267","MULTILINESTRING ((991634.2339072526 189163.884189263, 991717.8938449174 189119.5483199209))",
"MULTILINESTRING ((-73.96477852663547 40.683039717827974, -73.96366357791018 40.68280663327991))","FULTON STREET","T","0029354","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","320.681181134","MULTILINESTRING ((994018.7235608399 188128.1743184179, 994327.9913150072 188043.38118092716))",
"MULTILINESTRING ((-73.97016463066427 40.684591082599844, -73.96906201984206 40.68415736147941))","FULTON STREET","T","0029178","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","344.217700278","MULTILINESTRING ((992524.6878350079 188692.82673242688, 992830.5471314192 188534.91563092172))",
"MULTILINESTRING ((-73.96906201984206 40.68415736147941, -73.96892193898083 40.684101464851835))","FULTON STREET","T","0029180","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","43.8648207811","MULTILINESTRING ((992830.5471314192 188534.91563092172, 992869.4053214192 188514.56462176144))",
"MULTILINESTRING ((-73.96892193898083 40.684101464851835, -73.96796054798135 40.68372681250015))","FULTON STREET","T","0029181","1","0","BK","Fulton Street","EB","2PM-7PM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","299.546385088","MULTILINESTRING ((992869.4053214192 188514.56462176144, 993136.0940925032 188378.16397592425))",
"MULTILINESTRING ((-73.96892193898083 40.684101464851835, -73.96796054798135 40.68372681250015))","FULTON STREET","T","0029181","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","299.546385088","MULTILINESTRING ((992869.4053214192 188514.56462176144, 993136.0940925032 188378.16397592425))",
"MULTILINESTRING ((-73.9668896223823 40.68348273118454, -73.9658647173868 40.68326722686451))","FULTON STREET","T","0029251","1","0","BK","Fulton Street","WB","7AM-10AM","Mon - Fri","5","Single","Shared Lane",,,,,,,"06/01/2018","2018","0","0","2/25/2019","BK2018","294.901299049","MULTILINESTRING ((993433.1473041773 188289.34853675961, 993717.4347933382 188210.94318175316))",
"MULTILINESTRING ((-73.9811334133092 40.60527996555697, -73.98060324751846 40.605227710976834))","KINGS HIGHWAY","T","0019358","1","0","BK","Kings Highway","EB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","148.439600954","MULTILINESTRING ((989488.775271669 159796.77166375518, 989635.9931530952 159777.7661243379))",
"MULTILINESTRING ((-73.98060324751846 40.605227710976834, -73.9801712802255 40.60517880196463))","KINGS HIGHWAY","T","0019367","1","0","BK","Kings Highway","EB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","121.262886602","MULTILINESTRING ((989635.9931530952 159777.7661243379, 989755.9437005967 159759.97416517138))",
"MULTILINESTRING ((-73.97304934230117 40.60428191864858, -73.97217742833011 40.604194710557245))","KINGS HIGHWAY","T","0025222","1","0","BK","Kings Highway","EB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","244.188113006","MULTILINESTRING ((991733.6297058463 159433.7445026785, 991975.7519250065 159402.04804375768))",
"MULTILINESTRING ((-73.97397127775179 40.604382611375925, -73.97319525262901 40.60429754080573))","KINGS HIGHWAY","T","0025219","1","0","BK","Kings Highway","EB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","217.703126995","MULTILINESTRING ((991477.616766423 159470.3520410061, 991693.1117422581 159439.42362517118))",
"MULTILINESTRING ((-73.97319525262901 40.60429754080573, -73.97304934230117 40.60428191864858))","KINGS HIGHWAY","T","0025220","1","0","BK","Kings Highway","EB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","40.9140294306","MULTILINESTRING ((991693.1117422581 159439.42362517118, 991733.6297058463 159433.7445026785))",
"MULTILINESTRING ((-73.9811334133092 40.60527996555697, -73.98060324751846 40.605227710976834))","KINGS HIGHWAY","T","0019358","1","0","BK","Kings Highway","WB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","148.439600954","MULTILINESTRING ((989488.775271669 159796.77166375518, 989635.9931530952 159777.7661243379))",
"MULTILINESTRING ((-73.98060324751846 40.605227710976834, -73.9801712802255 40.60517880196463))","KINGS HIGHWAY","T","0019367","1","0","BK","Kings Highway","WB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","121.262886602","MULTILINESTRING ((989635.9931530952 159777.7661243379, 989755.9437005967 159759.97416517138))",
"MULTILINESTRING ((-73.97217742833011 40.604194710557245, -73.97099040731612 40.604321868843385))","KINGS HIGHWAY","T","0025226","1","0","BK","Kings Highway","WB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","332.850570955","MULTILINESTRING ((991975.7519250065 159402.04804375768, 992305.3477225006 159448.4820059985))",
"MULTILINESTRING ((-73.95779741106087 40.60895744093669, -73.95740601244292 40.60913090811249))","KINGS HIGHWAY","T","0027106","1","0","BK","Kings Highway","WB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","125.715568527","MULTILINESTRING ((995967.948665008 161138.8296751678, 996076.593460843 161202.0808610022))",
"MULTILINESTRING ((-73.9213004967211 40.63032400301685, -73.9204179988144 40.63090438394236))","FLATLANDS AVENUE","T","0041370","1","0","BK","Flatlands Avenue","EB","7AM-7PM","Mon - Sat","6","Single","Shared Lane","Curbside",,,,,,"07/15/2018","2018","0","0","2/25/2019","BK2018","323.593967143","MULTILINESTRING ((1006094.6669285893 168930.2212445885, 1006339.4302185923 169141.8907687515))",
"MULTILINESTRING ((-73.91954260597657 40.631471003099314, -73.91860224824238 40.63206832774534))","FLATLANDS AVENUE","T","0041389","1","0","BK","Flatlands Avenue","EB","7AM-7PM","Mon - Sat","6","Single","Shared Lane","Curbside",,,,,,"07/15/2018","2018","0","0","2/25/2019","BK2018","339.831279567","MULTILINESTRING ((1006582.2217277586 169348.54717959464, 1006843.0305893421 169566.40960475802))",
"MULTILINESTRING ((-73.9204179988144 40.63090438394236, -73.91954260597657 40.631471003099314))","FLATLANDS AVENUE","T","0041387","1","0","BK","Flatlands Avenue","EB","7AM-7PM","Mon - Sat","6","Single","Shared Lane","Curbside",,,,,,"07/15/2018","2018","0","0","2/25/2019","BK2018","318.833168109","MULTILINESTRING ((1006339.4302185923 169141.8907687515, 1006582.2217277586 169348.54717959464))",
"MULTILINESTRING ((-73.89855399316588 40.64757243197118, -73.8978318123787 40.648069888286024))","GLENWOOD ROAD","W","0046541","1","0","BK","Glenwood Road","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside","Contraflow",,,,,"09/30/2018","2018","0","0","2/25/2019","BK2018","270.200768296","MULTILINESTRING ((1012401.1470977515 175220.77920150757, 1012601.3399388343 175402.24898292124))",
"MULTILINESTRING ((-73.90069187746664 40.646182016295185, -73.89996186160548 40.64666556445924))","GLENWOOD ROAD","W","0046414","1","0","BK","Glenwood Road","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside","Contraflow",,,,,"09/30/2018","2018","0","0","2/25/2019","BK2018","268.468451313","MULTILINESTRING ((1011808.4612752497 174713.53316876292, 1012010.84276025 174889.933406502))",
"MULTILINESTRING ((-73.89926539227156 40.64710809263265, -73.89855399316588 40.64757243197118))","GLENWOOD ROAD","W","0046537","1","0","BK","Glenwood Road","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside","Contraflow",,,,,"09/30/2018","2018","0","0","2/25/2019","BK2018","259.982624673","MULTILINESTRING ((1012203.9293163419 175051.3799340129, 1012401.1470977515 175220.77920150757))",
"MULTILINESTRING ((-73.90143322579232 40.64570373042063, -73.90069187746664 40.646182016295185))","GLENWOOD ROAD","W","0046409","1","0","BK","Glenwood Road","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside","Contraflow",,,,,"09/30/2018","2018","0","0","2/25/2019","BK2018","269.607376822","MULTILINESTRING ((1011602.9298621714 174539.0482815057, 1011808.4612752497 174713.53316876292))",
"MULTILINESTRING ((-73.95828056997172 40.60874735454, -73.95779741106087 40.60895744093669))","KINGS HIGHWAY","T","0027102","1","0","BK","Kings Highway","EB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","154.452645041","MULTILINESTRING ((995833.8314791769 161062.22549767792, 995967.948665008 161138.8296751678))",
"MULTILINESTRING ((-73.95740601244292 40.60913090811249, -73.95650188820714 40.60953951435348))","KINGS HIGHWAY","T","0027241","1","0","BK","Kings Highway","EB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","291.857404607","MULTILINESTRING ((996076.593460843 161202.0808610022, 996327.5575258434 161351.07006433606))",
"MULTILINESTRING ((-73.95779741106087 40.60895744093669, -73.95740601244292 40.60913090811249))","KINGS HIGHWAY","T","0027106","1","0","BK","Kings Highway","EB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","125.715568527","MULTILINESTRING ((995967.948665008 161138.8296751678, 996076.593460843 161202.0808610022))",
"MULTILINESTRING ((-73.95828056997172 40.60874735454, -73.95779741106087 40.60895744093669))","KINGS HIGHWAY","T","0027102","1","0","BK","Kings Highway","WB",,"7 Days/Week","7","Single","Shared Lane","Curbside",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","154.452645041","MULTILINESTRING ((995833.8314791769 161062.22549767792, 995967.948665008 161138.8296751678))",
"MULTILINESTRING ((-73.9375085514554 40.62209435800788, -73.93663611331657 40.62240150725439))","KINGS HIGHWAY","T","0040760","1","0","BK","Kings Highway","EB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","266.794671171","MULTILINESTRING ((1001597.927562505 165928.31779958308, 1001840.0396110862 166040.39434708655))",
"MULTILINESTRING ((-73.93822861442361 40.621858315512526, -73.9375085514554 40.62209435800788))","KINGS HIGHWAY","T","0040753","1","0","BK","Kings Highway","EB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","217.606852525","MULTILINESTRING ((1001398.0952850133 165842.17952042818, 1001597.927562505 165928.31779958308))",
"MULTILINESTRING ((-73.9408457326846 40.620446036788856, -73.93999036975863 40.62116320031111))","KINGS HIGHWAY","T","0040638","1","0","BK","Kings Highway","EB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","353.063913483","MULTILINESTRING ((1000671.9156350046 165327.1477420926, 1000909.1953441799 165588.59078875184))",
"MULTILINESTRING ((-73.9448277094101 40.61604620813896, -73.94467599504382 40.616165112956196))","KINGS HIGHWAY","T","0027590","1","0","BK","Kings Highway","EB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","60.4215574125","MULTILINESTRING ((999567.4821483344 163723.45344291627, 999609.5752400011 163766.8001410067))",
"MULTILINESTRING ((-73.93433464774202 40.62488277926051, -73.93374351881353 40.625415611116225))","KINGS HIGHWAY","T","0120766","1","0","BK","Kings Highway","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","254.186671494","MULTILINESTRING ((1002478.2568385899 166944.85776124895, 1002642.203361094 167139.1060604155))",
"MULTILINESTRING ((-73.93374351881353 40.625415611116225, -73.93344253443692 40.62565567803975))","KINGS HIGHWAY","T","0120767","1","0","BK","Kings Highway","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","120.956213839","MULTILINESTRING ((1002642.203361094 167139.1060604155, 1002725.6874460876 167226.63213208318))",
"MULTILINESTRING ((-73.94573691944699 40.615363406621924, -73.9448277094101 40.61604620813896))","KINGS HIGHWAY","T","0027588","1","0","BK","Kings Highway","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","354.402722283","MULTILINESTRING ((999315.2123116702 163474.53333708644, 999567.4821483344 163723.45344291627))",
"MULTILINESTRING ((-73.94996296700171 40.61231572693667, -73.9491197020538 40.61305321688293))","KINGS HIGHWAY","T","0027471","1","0","BK","Kings Highway","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","356.3821906","MULTILINESTRING ((998142.5571766794 162363.4856904149, 998376.5298058391 162632.30733124912))",
"MULTILINESTRING ((-73.94319348995879 40.617678587922164, -73.94310276996835 40.61778532771909))","KINGS HIGHWAY","T","0166971","1","0","BK","Kings Highway","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Median",,,"B82",,,"10/05/2018","2018","0","0","2/25/2019","BK2018","46.3316045615","MULTILINESTRING ((1000020.8047325015 164318.46209542453, 1000045.9654433429 164357.36654517055))",
"MULTILINESTRING ((-73.90231269756666 40.64513470474333, -73.90143322579232 40.64570373042063))","GLENWOOD ROAD","W","0046406","1","0","BK","Glenwood Road","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside","Contraflow",,,,,"09/30/2018","2018","0","0","2/25/2019","BK2018","320.224205663","MULTILINESTRING ((1011359.101937756 174331.4633948356, 1011602.9298621714 174539.0482815057))",
"MULTILINESTRING ((-73.89996186160548 40.64666556445924, -73.89926539227156 40.64710809263265))","GLENWOOD ROAD","W","0046419","1","0","BK","Glenwood Road","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside","Contraflow",,,,,"09/30/2018","2018","0","0","2/25/2019","BK2018","251.689092709","MULTILINESTRING ((1012010.84276025 174889.933406502, 1012203.9293163419 175051.3799340129))",
"MULTILINESTRING ((-73.8807326757479 40.64692762460888, -73.88013120252312 40.64638240248054))","PENNSYLVANIA AVENUE","T","0046980","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","259.454604541","MULTILINESTRING ((1017346.8586630076 174992.08871400356, 1017514.0400871783 174793.67736542225))",
"MULTILINESTRING ((-73.88241240096438 40.64844055955498, -73.8814817895251 40.64760007787689))","PENNSYLVANIA AVENUE","T","0046916","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","400.566826136","MULTILINESTRING ((1016879.992798835 175542.66175983846, 1017138.64713718 175236.7995106727))",
"MULTILINESTRING ((-73.8814817895251 40.64760007787689, -73.8807326757479 40.64692762460888))","PENNSYLVANIA AVENUE","T","0046977","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","321.302682054","MULTILINESTRING ((1017138.64713718 175236.7995106727, 1017346.8586630076 174992.08871400356))",
"MULTILINESTRING ((-73.88349551791781 40.64941055665984, -73.88310250186392 40.649052715094044))","PENNSYLVANIA AVENUE","T","0046914","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","169.972225301","MULTILINESTRING ((1016578.963217169 175895.65646067262, 1016688.195610255 175765.430343166))",
"MULTILINESTRING ((-73.88479047318656 40.65077192203811, -73.88441234606373 40.650305957593964))","PENNSYLVANIA AVENUE","T","9009290","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","199.572056244","MULTILINESTRING ((1016218.9724673331 176391.16367176175, 1016324.1212071776 176221.53835484385))",
"MULTILINESTRING ((-73.88411278150187 40.64995648016788, -73.88370781457142 40.6496009700043))","PENNSYLVANIA AVENUE","T","0046922","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","171.475757207","MULTILINESTRING ((1016407.4150038362 176094.32404233515, 1016519.9607105106 175964.95094150305))",
"MULTILINESTRING ((-73.88275969214169 40.64874862127386, -73.88241240096438 40.64844055955498))","PENNSYLVANIA AVENUE","T","9009266","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","147.93318671","MULTILINESTRING ((1016783.4710102528 175654.7678348422, 1016879.992798835 175542.66175983846))",
"MULTILINESTRING ((-73.87796379784989 40.64444416861513, -73.87751948278748 40.644042965312025))","PENNSYLVANIA AVENUE","T","9009249","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","191.230541974","MULTILINESTRING ((1018116.4863888472 174088.35692566633, 1018239.99335967 173942.35984234512))",
"MULTILINESTRING ((-73.88370781457142 40.6496009700043, -73.88349551791781 40.64941055665984))","PENNSYLVANIA AVENUE","T","0046912","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","91.0111029891","MULTILINESTRING ((1016519.9607105106 175964.95094150305, 1016578.963217169 175895.65646067262))",
