"the_geom","Street","TrafDir","SegmentID","RW_TYPE","StreetWidt","Boro","Facility","Direction","Hours","Days","Days_Code","Lane_width","Lane_Type1","Lane_Type","Lane_Descr","Lane_Color","SBS_Route1","SBS_Route2","SBS_Route3","Open_dates","Year1","Year2","Year3","Last_Updat","Chron_ID_1","Shape_Leng","Shape_Le_1","Mid_Block"
"MULTILINESTRING ((-73.97209852378317 40.765517250427386, -73.97164774404149 40.76614246831999))","5 AVENUE","A","0036036","1","44","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","259.768112771","MULTILINESTRING ((991978.9412230849 218176.55811917782, 992103.7372333407 218404.3857475072))",
"MULTILINESTRING ((-73.96422820126546 40.77631030891719, -73.96376123872572 40.77695096959719))","5 AVENUE","A","0115281","1","42","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","266.84957818","MULTILINESTRING ((994157.4801730961 222109.62111917138, 994286.7151508331 222343.088500008))",
"MULTILINESTRING ((-73.96183836961258 40.77958419196854, -73.96136872718249 40.78022974949781))","5 AVENUE","A","0037485","1","44","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","268.766944087","MULTILINESTRING ((994818.8564750105 223302.68631833792, 994948.8201258332 223537.94175334275))",
"MULTILINESTRING ((-73.96136872718249 40.78022974949781, -73.96091016170163 40.780857035825065))","5 AVENUE","A","0037487","1","44","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","261.456931914","MULTILINESTRING ((994948.8201258332 223537.94175334275, 995075.7165255845 223766.53972133994))",
"MULTILINESTRING ((-73.97255352328062 40.76489773191118, -73.97209852378317 40.765517250427386))","5 AVENUE","A","0036026","1","44","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Double","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","258.51763773","MULTILINESTRING ((991852.9732991755 217950.80725833774, 991978.9412230849 218176.55811917782))",
"MULTILINESTRING ((-73.962767155899 40.778313040735384, -73.96230361508401 40.7789470408165))","5 AVENUE","A","0037473","1","44","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","264.266064187","MULTILINESTRING ((994561.8261491805 222839.45233666897, 994690.1067325026 223070.49485358596))",
"MULTILINESTRING ((-73.96890454716524 40.769900832045224, -73.96844155970726 40.77051632627984))","5 AVENUE","A","0036202","1","42","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","258.325257789","MULTILINESTRING ((992863.1323680878 219773.94009500742, 992991.2945133448 219998.23098500073))",
"MULTILINESTRING ((-73.9698245530404 40.76864600894427, -73.96951605117037 40.76906520038014))","5 AVENUE","A","0300959","1","42","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","175.006584326","MULTILINESTRING ((992608.4573525041 219316.6772300005, 992693.8577722609 219469.43217383325))",
"MULTILINESTRING ((-73.96951605117037 40.76906520038014, -73.96936484648998 40.7692706569744))","5 AVENUE","A","0300960","1","42","MAN","5th Avenue","SB","7AM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/01/91","1991","0","0","7/19/2017","MAN1991","85.7751610723","MULTILINESTRING ((992693.8577722609 219469.43217383325, 992735.7143158466 219544.30144667625))",
"MULTILINESTRING ((-73.99564494028209 40.744098534109014, -73.99848652490995 40.74529416415586))","WEST 23 STREET","T","0033638","1","52","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","899.852055354","MULTILINESTRING ((985456.7757897526 210371.82340058684, 984669.3725089282 210807.4032380879))",
"MULTILINESTRING ((-73.99280340951096 40.74291001979628, -73.99564494028209 40.744098534109014))","WEST 23 STREET","T","0032830","1","58","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","898.599162775","MULTILINESTRING ((986244.1921939254 209938.861668095, 985456.7757897526 210371.82340058684))",
"MULTILINESTRING ((-74.00132588137622 40.74649184821213, -74.00416830718437 40.74768929266377))","WEST 23 STREET","T","0033464","1","52","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,"M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","900.351446509","MULTILINESTRING ((983882.6148960888 211243.75702416897, 983095.0351064205 211680.04913058877))",
"MULTILINESTRING ((-73.99848652490995 40.74529416415586, -74.00132588137622 40.74649184821213))","WEST 23 STREET","T","0033540","1","52","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,"M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","899.662252162","MULTILINESTRING ((984669.3725089282 210807.4032380879, 983882.6148960888 211243.75702416897))",
"MULTILINESTRING ((-73.98936686021689 40.74146174397787, -73.98912579828858 40.74135773451446))","EAST 23 STREET","T","0115234","1","66","MAN","23rd Street","EB","7AM-10AM/4PM-7PM","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","76.799974498","MULTILINESTRING ((987196.532152757 209411.30563658476, 987263.3371372521 209373.41988559067))",
"MULTILINESTRING ((-73.98957565815402 40.741548080269965, -73.98936686021689 40.74146174397787))","EAST 23 STREET","T","0115233","1","66","MAN","23rd Street","EB","7AM-10AM/4PM-7PM","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","65.8570892052","MULTILINESTRING ((987138.6687514186 209442.75373642147, 987196.532152757 209411.30563658476))",
"MULTILINESTRING ((-73.98474231020766 40.73951035996767, -73.98314654791636 40.73883181231441))","EAST 23 STREET","T","0033167","1","62","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","506.625541144","MULTILINESTRING ((988478.1575422585 208700.54393476248, 988920.4171564281 208453.4086022526))",
"MULTILINESTRING ((-73.98798240077345 40.74087265457527, -73.98641663140243 40.74020708497929))","EAST 23 STREET","T","0164405","1","66","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","497.055666127","MULTILINESTRING ((987580.206910342 209196.73126259446, 988014.1361605972 208954.30655059218))",
"MULTILINESTRING ((-73.98636141742988 40.740184799904945, -73.9863017050767 40.74016000185391))","EAST 23 STREET","T","0164454","1","66","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","18.8529327394","MULTILINESTRING ((988029.4379672557 208946.1897689253, 988045.9864905924 208937.15763475))",
"MULTILINESTRING ((-73.98641663140243 40.74020708497929, -73.98636141742988 40.740184799904945))","EAST 23 STREET","T","0164406","1","66","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","17.3212999277","MULTILINESTRING ((988014.1361605972 208954.30655059218, 988029.4379672557 208946.1897689253))",
"MULTILINESTRING ((-73.9863017050767 40.74016000185391, -73.98474231020766 40.73951035996767))","EAST 23 STREET","T","0164455","1","62","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","492.704638609","MULTILINESTRING ((988045.9864905924 208937.15763475, 988478.1575422585 208700.54393476248))",
"MULTILINESTRING ((-73.98314654791636 40.73883181231441, -73.98090534075232 40.73788616380813))","EAST 23 STREET","T","0033173","1","62","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","710.245564134","MULTILINESTRING ((988920.4171564281 208453.4086022526, 989541.5740505904 208109.00640392303))",
"MULTILINESTRING ((-73.98832033328503 40.74101586817535, -73.98798240077345 40.74087265457527))","EAST 23 STREET","T","0106045","1","66","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","107.199760614","MULTILINESTRING ((987486.5551947504 209248.89585642517, 987580.206910342 209196.73126259446))",
"MULTILINESTRING ((-73.98912579828858 40.74135773451446, -73.98832033328503 40.74101586817535))","EAST 23 STREET","T","0106044","1","66","MAN","23rd Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","255.602298554","MULTILINESTRING ((987263.3371372521 209373.41988559067, 987486.5551947504 209248.89585642517))",
"MULTILINESTRING ((-73.98474231020766 40.73951035996767, -73.98314654791636 40.73883181231441))","EAST 23 STREET","T","0033167","1","62","MAN","23rd Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","506.625541144","MULTILINESTRING ((988478.1575422585 208700.54393476248, 988920.4171564281 208453.4086022526))",
"MULTILINESTRING ((-73.98798240077345 40.74087265457527, -73.98641663140243 40.74020708497929))","EAST 23 STREET","T","0164405","1","66","MAN","23rd Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","497.055666127","MULTILINESTRING ((987580.206910342 209196.73126259446, 988014.1361605972 208954.30655059218))",
"MULTILINESTRING ((-73.9863017050767 40.74016000185391, -73.98474231020766 40.73951035996767))","EAST 23 STREET","T","0164455","1","62","MAN","23rd Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","492.704638609","MULTILINESTRING ((988045.9864905924 208937.15763475, 988478.1575422585 208700.54393476248))",
"MULTILINESTRING ((-73.98090534075232 40.73788616380813, -73.9784984559051 40.7367909564629))","EAST 23 STREET","T","0033291","1","62","MAN","23rd Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","777.249749284","MULTILINESTRING ((989541.5740505904 208109.00640392303, 990208.6757347584 207710.14237225056))",
"MULTILINESTRING ((-73.98314654791636 40.73883181231441, -73.98090534075232 40.73788616380813))","EAST 23 STREET","T","0033173","1","62","MAN","23rd Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Offset","Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","710.245564134","MULTILINESTRING ((988920.4171564281 208453.4086022526, 989541.5740505904 208109.00640392303))",
"MULTILINESTRING ((-73.98936686021689 40.74146174397787, -73.98912579828858 40.74135773451446))","EAST 23 STREET","T","0115234","1","66","MAN","23rd Street","WB","7AM-10AM/4PM-7PM","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M23",,,"8/15/2016","2016","0","0","7/19/2017","MAN2016","76.799974498","MULTILINESTRING ((987196.532152757 209411.30563658476, 987263.3371372521 209373.41988559067))",
"MULTILINESTRING ((-73.98088709868144 40.75348098898138, -73.97928686269984 40.75280049654364))","EAST 42 STREET","T","0034179","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red",,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","507.972497855","MULTILINESTRING ((989545.3896597624 213790.70107725263, 989988.8070800006 213542.87644167244))",
"MULTILINESTRING ((-73.9884183554505 40.7566549859181, -73.9897908537405 40.75723313192487))","WEST 42 STREET","T","9017014","1","55","MAN","42nd Street","WB","7AM-10AM/2PM-12PM","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red",,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","434.686563257","MULTILINESTRING ((987458.6389120072 214946.7256680876, 987078.3703155965 215157.3157980889))",
"MULTILINESTRING ((-73.97710781103149 40.75188340622335, -73.97685152366758 40.7517764937864))","EAST 42 STREET","T","0257391","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","80.9902069893","MULTILINESTRING ((990592.6250980943 213208.90105976164, 990663.643656835 213169.96806675196))",
"MULTILINESTRING ((-73.97685152366758 40.7517764937864, -73.97651587152038 40.751636471937))","EAST 42 STREET","T","0297548","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","106.070984037","MULTILINESTRING ((990663.643656835 213169.96806675196, 990756.6549537629 213118.97833934426))",
"MULTILINESTRING ((-73.97651587152038 40.751636471937, -73.9760482489926 40.75144139363124))","EAST 42 STREET","T","0297549","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","147.776402319","MULTILINESTRING ((990756.6549537629 213118.97833934426, 990886.236715585 213047.94009558856))",
"MULTILINESTRING ((-73.97928686269984 40.75280049654364, -73.97877156323332 40.75258606797925))","EAST 42 STREET","T","0297613","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","162.746551736","MULTILINESTRING ((989988.8070800006 213542.87644167244, 990131.595508337 213464.78735899925))",
"MULTILINESTRING ((-73.97877156323332 40.75258606797925, -73.97834877079899 40.752410129533466))","EAST 42 STREET","T","0297614","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","133.531192824","MULTILINESTRING ((990131.595508337 213464.78735899925, 990248.7511139214 213400.71596483886))",
"MULTILINESTRING ((-73.97834877079899 40.752410129533466, -73.97779152186357 40.75216759560231))","EAST 42 STREET","T","0165348","1","55","MAN","42nd Street","EB","7 AM - 7 PM","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","177.891228848","MULTILINESTRING ((990248.7511139214 213400.71596483886, 990403.1664875001 213312.39166642725))",
"MULTILINESTRING ((-73.9897908537405 40.75723313192487, -73.99263301195536 40.75842968668124))","WEST 42 STREET","T","0033952","1","60","MAN","42nd Street","EB","7 AM - 7 PM","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red",,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","900.018800973","MULTILINESTRING ((987078.3703155965 215157.3157980889, 986290.9342264235 215593.18073999882))",
"MULTILINESTRING ((-73.98411754819874 40.75484205246508, -73.98640436719185 40.75580802892458))","WEST 42 STREET","T","0034061","1","55","MAN","42nd Street","EB","7AM-10AM/4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","0","0","7/19/2017","MAN1982","724.75085572","MULTILINESTRING ((988650.2766205966 214286.4018575102, 988016.6525597572 214638.2318625003))",
"MULTILINESTRING ((-73.9760482489926 40.75144139363124, -73.97444451615803 40.75076469254384))","EAST 42 STREET","T","0035799","1","55","MAN","42nd Street","EB","7 AM - 7 PM","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82, 12/20/2019","1982","0","0","12/19/2019","MAN1982","508.158551307","MULTILINESTRING ((990886.236715585 213047.94009558856, 991330.6498687565 212801.52162517607))",
"MULTILINESTRING ((-73.97779152186357 40.75216759560231, -73.97767660520782 40.75211893707499))","EAST 42 STREET","T","0165349","1","55","MAN","42nd Street","EB","7 AM - 7 PM","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","0","0","7/19/2017","MAN1982","36.4419567893","MULTILINESTRING ((990403.1664875001 213312.39166642725, 990435.0102558434 213294.67188559473))",
"MULTILINESTRING ((-73.97767660520782 40.75211893707499, -73.97754285010758 40.75206355608818))","EAST 42 STREET","T","0165352","1","55","MAN","42nd Street","EB","7 AM - 7 PM","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","0","0","7/19/2017","MAN1982","42.1955609915","MULTILINESTRING ((990435.0102558434 213294.67188559473, 990472.0741580874 213274.50427500904))",
"MULTILINESTRING ((-73.98088709868144 40.75348098898138, -73.98411754819874 40.75484205246508))","WEST 42 STREET","T","0034178","1","55","MAN","42nd Street","EB","7AM-10AM/4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","0","0","7/19/2017","MAN1982","1,023.20409328","MULTILINESTRING ((989545.3896597624 213790.70107725263, 988650.2766205966 214286.4018575102))",
"MULTILINESTRING ((-73.99263301195536 40.75842968668124, -73.9939365066282 40.758979268725234))","WEST 42 STREET","T","0033839","1","60","MAN","42nd Street","EB","7AM-7PM","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","412.912782602","MULTILINESTRING ((986290.9342264235 215593.18073999882, 985929.8030589223 215793.3837516755))",
"MULTILINESTRING ((-73.98694873854542 40.75603590259463, -73.9884183554505 40.7566549859181))","WEST 42 STREET","T","9017013","1","55","MAN","42nd Street","EB","7AM-10AM/4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","0","0","7/19/2017","MAN1982","465.453221081","MULTILINESTRING ((987865.8228089213 214721.23071224988, 987458.6389120072 214946.7256680876))",
"MULTILINESTRING ((-73.98640436719185 40.75580802892458, -73.98694873854542 40.75603590259463))","WEST 42 STREET","T","0034053","1","55","MAN","42nd Street","EB","7AM-10AM/4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","0","0","7/19/2017","MAN1982","172.15813308","MULTILINESTRING ((988016.6525597572 214638.2318625003, 987865.8228089213 214721.23071224988))",
"MULTILINESTRING ((-74.00766570424953 40.71253264178384, -74.00722450372817 40.71305527263242))","BROADWAY","A","0023370","1","52","MAN","Broadway","SB","7AM-6PM","Mon - Fri","5","Single","Shared Lane","Offset",,,,,,"07/02/07","2007","0","0","7/19/2017","MAN2007","226.310707389","MULTILINESTRING ((982124.8467580974 198871.44974784553, 982247.1759097576 199061.84962950647))",
"MULTILINESTRING ((-74.00678194883704 40.71360615264855, -74.00630969543175 40.71416582693908))","BROADWAY","A","0023401","1","52","MAN","Broadway","SB","7AM-6PM","Mon - Fri","5","Single","Shared Lane","Offset",,,,,,"07/02/07","2007","0","0","7/19/2017","MAN2007","242.317413263","MULTILINESTRING ((982369.8794045001 199262.54214151204, 982500.8141820133 199466.4387153387))",
"MULTILINESTRING ((-74.00860085400811 40.71139223921856, -74.00837628492869 40.71165644581792))","BROADWAY","A","0254133","1","56","MAN","Broadway","SB","7AM-6PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"07/02/07","2007","0","0","7/19/2017","MAN2007","114.637440891","MULTILINESTRING ((981865.5556100011 198455.99060501158, 981927.8228739202 198552.2430371791))",
"MULTILINESTRING ((-73.9707506395499 40.761608700701586, -73.97063818632265 40.76156147665496))","EAST 57 STREET","T","0165468","1","60","MAN","57th Street","EB","7AM-10AM/4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"08/17/82","1982","0","0","7/19/2017","MAN1982","35.5877558358","MULTILINESTRING ((992352.7918533385 216752.66661000252, 992383.9499275088 216735.47176250815))",
"MULTILINESTRING ((-73.98607892421062 40.7490768182935, -73.98776905997889 40.74978702856712))","WEST 34 STREET","T","0297754","1","52","MAN","34th Street","WB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"9/15/08 & 11/11/15","2008","2,015","0","7/19/2017","MAN2008","535.025998588","MULTILINESTRING ((988107.2058563381 212185.848315835, 987638.8724754304 212444.53086933494))",
"MULTILINESTRING ((-73.98793687506073 40.749854966929476, -73.9888951168207 40.75026063407725))","WEST 34 STREET","T","0297777","1","52","MAN","34th Street","WB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"9/15/08 & 11/11/15","2008","2,015","0","7/19/2017","MAN2008","303.867973849","MULTILINESTRING ((987592.3719122559 212469.27655474842, 987326.8498055041 212617.03905451298))",
"MULTILINESTRING ((-73.9888951168207 40.75026063407725, -73.99062219983793 40.750991753482246))","WEST 34 STREET","T","0297778","1","52","MAN","34th Street","WB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"9/15/08 & 11/11/15","2008","2,015","0","7/19/2017","MAN2008","547.665749865","MULTILINESTRING ((987326.8498055041 212617.03905451298, 986848.295316428 212883.35348249972))",
"MULTILINESTRING ((-73.99346417756944 40.75219005470869, -73.99630301291887 40.75338853854501))","WEST 34 STREET","T","0033814","1","52","MAN","34th Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"9/15/08 & 5/27/15","2008","2,015","0","7/19/2017","MAN2008","899.606381122","MULTILINESTRING ((986060.8395422548 213319.86179584265, 985274.2827164233 213756.46230058372))",
"MULTILINESTRING ((-73.99630301291887 40.75338853854501, -73.99760199771109 40.753928974362125))","WEST 34 STREET","T","0033661","1","60","MAN","34th Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08 & 5/27/15","1986","2,008","2,015","7/19/2017","MAN1986","410.234557564","MULTILINESTRING ((985274.2827164233 213756.46230058372, 984914.3821895123 213953.3480616659))",
"MULTILINESTRING ((-73.99816757769969 40.754173228838646, -73.99822538867882 40.754197328169454))","WEST 34 STREET","T","0164594","1","60","MAN","34th Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08 & 5/27/15","1986","2,008","2,015","7/19/2017","MAN1986","18.2655619901","MULTILINESTRING ((984757.6826997548 214042.33410416543, 984741.6656714231 214051.1139422506))",
"MULTILINESTRING ((-73.99825505205084 40.75420969256209, -73.99828807849116 40.75422258829528))","WEST 34 STREET","T","0164599","1","60","MAN","34th Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08 & 5/27/15","1986","2,008","2,015","7/19/2017","MAN1986","10.2858938949","MULTILINESTRING ((984733.4471839219 214055.61852642894, 984724.2969397604 214060.3166797608))",
"MULTILINESTRING ((-73.99835753011845 40.75424389526467, -73.99914292147587 40.754584933283176))","WEST 34 STREET","T","0164601","1","60","MAN","34th Street","WB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08 & 5/27/15","1986","2,008","2,015","7/19/2017","MAN1986","250.572301661","MULTILINESTRING ((984705.0548522621 214068.07913142443, 984487.4568622559 214192.32724250853))",
"MULTILINESTRING ((-73.96199265883651 40.780845167315775, -73.96259068289739 40.78143501704412))","86 ST TRANSVERSE","A","0300107","1","26","MAN","86th Street Transverse",,"24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Queue Jump","Red","M86",,,"07/13/15","2015","0","0","7/19/2017","MAN2015","271.316346601","MULTILINESTRING ((994775.9267708361 223762.08369350433, 994610.2154880911 223976.91462866962))",
"MULTILINESTRING ((-73.96933573323386 40.78529327929931, -73.97012790455432 40.78562629461264))","WEST 86 STREET","T","0294259","1","62","MAN","W 86th Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Queue Jump","Red","M86",,,"07/13/15","2015","0","0","7/19/2017","MAN2015","250.688883876","MULTILINESTRING ((992741.7349730879 225381.8849158436, 992522.3207137585 225503.13795417547))",
"MULTILINESTRING ((-73.97012790455432 40.78562629461264, -73.97025953982875 40.78568163114004))","WEST 86 STREET","T","0294260","1","62","MAN","W 86th Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Queue Jump","Red","M86",,,"07/13/15","2015","0","0","7/19/2017","MAN2015","41.6568087473","MULTILINESTRING ((992522.3207137585 225503.13795417547, 992485.8608129174 225523.2865359187))",
"MULTILINESTRING ((-73.97025953982875 40.78568163114004, -73.9721741500592 40.78648646037847))","WEST 86 STREET","T","0294258","1","62","MAN","W 86th Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside","Queue Jump","Red","M86",,,"07/13/15","2015","0","0","7/19/2017","MAN2015","605.882126534","MULTILINESTRING ((992485.8608129174 225523.2865359187, 991955.5652855933 225816.3390994221))",
"MULTILINESTRING ((-73.99825505205084 40.75420969256209, -73.99828807849116 40.75422258829528))","WEST 34 STREET","T","0164599","1","60","MAN","34th Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08 & 5/27/15","1986","2,008","2,015","7/19/2017","MAN1986","10.2858938949","MULTILINESTRING ((984733.4471839219 214055.61852642894, 984724.2969397604 214060.3166797608))",
"MULTILINESTRING ((-73.99835753011845 40.75424389526467, -73.99914292147587 40.754584933283176))","WEST 34 STREET","T","0164601","1","60","MAN","34th Street","EB","24 Hours","7 Days/Week","7","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08 & 5/27/15","1986","2,008","2,015","7/19/2017","MAN1986","250.572301661","MULTILINESTRING ((984705.0548522621 214068.07913142443, 984487.4568622559 214192.32724250853))",
"MULTILINESTRING ((-73.9707506395499 40.761608700701586, -73.97063818632265 40.76156147665496))","EAST 57 STREET","T","0165468","1","60","MAN","57th Street","WB","7AM-10AM/4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"08/17/82","1982","0","0","7/19/2017","MAN1982","35.5877558358","MULTILINESTRING ((992352.7918533385 216752.66661000252, 992383.9499275088 216735.47176250815))",
"MULTILINESTRING ((-73.97396798923278 40.76296658678867, -73.97236138802477 40.76228837591534))","EAST 57 STREET","T","0036014","1","60","MAN","57th Street","WB","7AM-10AM/4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"08/17/82","1982","0","0","7/19/2017","MAN1982","509.053239551","MULTILINESTRING ((991461.3599091768 217247.10787834227, 991906.4968141764 217000.14971083403))",
"MULTILINESTRING ((-73.97063818632265 40.76156147665496, -73.9691324746201 40.76092919000975))","EAST 57 STREET","T","0165469","1","60","MAN","57th Street","WB","7AM-10AM/4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"08/17/82","1982","0","0","7/19/2017","MAN1982","476.505299131","MULTILINESTRING ((992383.9499275088 216735.47176250815, 992801.1505366713 216505.25240667164))",
